,movie,type,word,minutes_in
0,Reservoir Dogs,word,dick,0.4
1,Reservoir Dogs,word,dicks,0.43
2,Reservoir Dogs,word,fucked,0.55
3,Reservoir Dogs,word,fucking,0.61
4,Reservoir Dogs,word,bullshit,0.61
5,Reservoir Dogs,word,fuck,0.66
6,Reservoir Dogs,word,shit,0.9
7,Reservoir Dogs,word,fuck,1.43
8,Reservoir Dogs,word,dicks,1.56
9,Reservoir Dogs,word,fuck,1.66
10,Reservoir Dogs,word,dick,1.75
11,Reservoir Dogs,word,dick,1.75
12,Reservoir Dogs,word,dick,1.75
13,Reservoir Dogs,word,dick,1.75
14,Reservoir Dogs,word,dick,1.75
15,Reservoir Dogs,word,dick,1.75
16,Reservoir Dogs,word,dick,1.75
17,Reservoir Dogs,word,dicks,1.75
18,Reservoir Dogs,word,motherfucker,1.83
19,Reservoir Dogs,word,dick,1.96
20,Reservoir Dogs,word,pussy,2.15
21,Reservoir Dogs,word,fucks,2.18
22,Reservoir Dogs,word,fuck,2.3
23,Reservoir Dogs,word,fucking,2.45
24,Reservoir Dogs,word,hell,2.48
25,Reservoir Dogs,word,fucking,2.51
26,Reservoir Dogs,word,fucking,2.81
27,Reservoir Dogs,word,dick,2.86
28,Reservoir Dogs,word,jap,2.93
29,Reservoir Dogs,word,fuck,3.05
30,Reservoir Dogs,word,shit,3.2
31,Reservoir Dogs,word,fucking,3.4
32,Reservoir Dogs,word,fucking,3.55
33,Reservoir Dogs,word,fucking,3.7
34,Reservoir Dogs,word,motherfucker,3.93
35,Reservoir Dogs,word,motherfucker,3.98
36,Reservoir Dogs,word,shit,4.35
37,Reservoir Dogs,word,shit,4.76
38,Reservoir Dogs,word,fucking,4.86
39,Reservoir Dogs,word,dick,5.25
40,Reservoir Dogs,word,fucking,5.41
41,Reservoir Dogs,word,fucking,5.51
42,Reservoir Dogs,word,fucking,5.55
43,Reservoir Dogs,word,fucking,5.61
44,Reservoir Dogs,word,bullshit,6.23
45,Reservoir Dogs,word,fuck,6.46
46,Reservoir Dogs,word,fucked,6.58
47,Reservoir Dogs,word,fucks,6.66
48,Reservoir Dogs,word,bullshit,6.81
49,Reservoir Dogs,word,fucking,6.86
50,Reservoir Dogs,word,fucking,6.73
51,Reservoir Dogs,word,bastard,7.38
52,Reservoir Dogs,word,goddamn,7.41
53,Reservoir Dogs,word,goddamn,7.58
54,Reservoir Dogs,word,shit,9.63
55,Reservoir Dogs,word,fucking,9.96
56,Reservoir Dogs,word,shit,10.01
57,Reservoir Dogs,word,fucking,10.08
58,Reservoir Dogs,word,shit,10.26
59,Reservoir Dogs,word,goddamn,11.13
60,Reservoir Dogs,word,fucking,11.13
61,Reservoir Dogs,word,fucking,11.85
62,Reservoir Dogs,word,fucking,12.06
63,Reservoir Dogs,word,fucking,12.08
64,Reservoir Dogs,word,fucking,12.43
65,Reservoir Dogs,word,fucking,12.45
66,Reservoir Dogs,word,fucking,12.9
67,Reservoir Dogs,word,fucking,13.73
68,Reservoir Dogs,word,fuck,14.38
69,Reservoir Dogs,word,fucking,14.66
70,Reservoir Dogs,word,fucking,14.95
71,Reservoir Dogs,word,fucking,15.38
72,Reservoir Dogs,word,fucking,15.41
73,Reservoir Dogs,word,shit,15.45
74,Reservoir Dogs,word,fuck,15.51
75,Reservoir Dogs,word,fuck,15.65
76,Reservoir Dogs,word,fucking,15.75
77,Reservoir Dogs,word,fucked,15.86
78,Reservoir Dogs,word,fucked,15.88
79,Reservoir Dogs,word,fucked,15.93
80,Reservoir Dogs,word,fuck,16.45
81,Reservoir Dogs,word,motherfuckers,16.6
82,Reservoir Dogs,word,fucking,16.65
83,Reservoir Dogs,word,fuck,16.75
84,Reservoir Dogs,word,fucking,16.86
85,Reservoir Dogs,word,fucking,17.56
86,Reservoir Dogs,word,fuck,17.63
87,Reservoir Dogs,word,fucking,17.75
88,Reservoir Dogs,word,fucking,17.95
89,Reservoir Dogs,word,fucking,18.0
90,Reservoir Dogs,word,shit,20.13
91,Reservoir Dogs,word,fucking,20.16
92,Reservoir Dogs,word,fuck,20.68
93,Reservoir Dogs,word,fuck,20.73
94,Reservoir Dogs,word,fuck,20.93
95,Reservoir Dogs,word,fucking,20.96
96,Reservoir Dogs,word,asshole,20.98
97,Reservoir Dogs,word,fuck,21.0
98,Reservoir Dogs,word,fucking,21.01
99,Reservoir Dogs,word,fuck,21.2
100,Reservoir Dogs,word,fucking,22.18
101,Reservoir Dogs,word,fuck,22.21
102,Reservoir Dogs,word,motherfucker,22.46
103,Reservoir Dogs,word,fuck,22.6
104,Reservoir Dogs,word,goddamn,22.71
105,Reservoir Dogs,word,ass,22.8
106,Reservoir Dogs,word,fuck,23.0
107,Reservoir Dogs,word,fucking,23.2
108,Reservoir Dogs,word,assholes,23.35
109,Reservoir Dogs,word,fucking,24.01
110,Reservoir Dogs,word,fuck,24.05
111,Reservoir Dogs,word,fucking,24.6
112,Reservoir Dogs,word,fuck,24.66
113,Reservoir Dogs,word,fucking,24.76
114,Reservoir Dogs,word,fucking,25.13
115,Reservoir Dogs,word,shit,25.35
116,Reservoir Dogs,word,fuck,25.45
117,Reservoir Dogs,word,fucking,25.75
118,Reservoir Dogs,word,bullshit,25.76
119,Reservoir Dogs,word,fucking,26.01
120,Reservoir Dogs,word,fucking,26.06
121,Reservoir Dogs,word,fucking,26.16
122,Reservoir Dogs,word,fucking,26.26
123,Reservoir Dogs,word,hell,27.21
124,Reservoir Dogs,word,shit,28.6
125,Reservoir Dogs,word,fucking,28.6
126,Reservoir Dogs,word,fucking,28.83
127,Reservoir Dogs,word,shit,28.83
128,Reservoir Dogs,word,shit,29.16
129,Reservoir Dogs,word,hell,29.18
130,Reservoir Dogs,word,fucking,31.13
131,Reservoir Dogs,word,fuck,31.5
132,Reservoir Dogs,word,fucking,31.6
133,Reservoir Dogs,word,fuck,31.8
134,Reservoir Dogs,word,fuck,31.81
135,Reservoir Dogs,word,fucking,31.88
136,Reservoir Dogs,word,hell,32.11
137,Reservoir Dogs,word,fucking,32.43
138,Reservoir Dogs,word,fuck,32.55
139,Reservoir Dogs,word,fucking,32.58
140,Reservoir Dogs,word,shit,32.6
141,Reservoir Dogs,word,fuck,32.63
142,Reservoir Dogs,word,fucking,32.7
143,Reservoir Dogs,word,shit,32.91
144,Reservoir Dogs,word,asshole,33.76
145,Reservoir Dogs,word,shit,33.81
146,Reservoir Dogs,word,fucking,33.9
147,Reservoir Dogs,word,fucking,34.3
148,Reservoir Dogs,word,fuck,34.38
149,Reservoir Dogs,word,fucking,34.46
150,Reservoir Dogs,word,fucking,34.56
151,Reservoir Dogs,word,fucking,34.6
152,Reservoir Dogs,word,fuck,34.71
153,Reservoir Dogs,word,fucking,34.75
154,Reservoir Dogs,word,fuck,34.85
155,Reservoir Dogs,word,asshole,34.98
156,Reservoir Dogs,word,assholes,35.48
157,Reservoir Dogs,word,fuck,35.5
158,Reservoir Dogs,word,fucking,35.6
159,Reservoir Dogs,word,fucking,35.61
160,Reservoir Dogs,word,n-word ,35.61
161,Reservoir Dogs,word,n-word ,35.63
162,Reservoir Dogs,word,fucking,35.71
163,Reservoir Dogs,word,fucking,35.83
164,Reservoir Dogs,word,fuck,35.88
165,Reservoir Dogs,word,asses,35.95
166,Reservoir Dogs,word,fuck,36.01
167,Reservoir Dogs,word,shit,36.06
168,Reservoir Dogs,word,fucking,36.11
169,Reservoir Dogs,word,fuck,37.41
170,Reservoir Dogs,word,fucking,37.48
171,Reservoir Dogs,word,fuck,37.91
172,Reservoir Dogs,word,fucking,39.06
173,Reservoir Dogs,word,asshole,39.06
174,Reservoir Dogs,word,fucking,39.18
175,Reservoir Dogs,word,hell,39.46
176,Reservoir Dogs,word,hell,39.6
177,Reservoir Dogs,word,bitch,39.88
178,Reservoir Dogs,word,fucking,40.13
179,Reservoir Dogs,word,ass,40.15
180,Reservoir Dogs,word,ass,40.3
181,Reservoir Dogs,word,fuckup,40.48
182,Reservoir Dogs,word,shit,40.96
183,Reservoir Dogs,word,fuck,41.25
184,Reservoir Dogs,word,bastard,41.3
185,Reservoir Dogs,word,fuck,41.31
186,Reservoir Dogs,word,fuck,41.43
187,Reservoir Dogs,word,fucking,41.75
188,Reservoir Dogs,word,ass,41.76
189,Reservoir Dogs,word,bitch,41.85
190,Reservoir Dogs,word,fucking,41.93
191,Reservoir Dogs,word,n-word ,41.93
